"TIPO",PARTIDA,CAPITULO,PROGRAMA,SUBTITULO,ITEM,ASIGNACION,"DESC_PARTIDA","DESC_CAPITULO","DESC_PROGRAMA","DESC_SUBTITULO","DESC_ITEM","DESC_ASIGNACION",MONTO_PESOS,MONTO_DOLAR
"GASTOS",13,3,1,32,4,6,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","PRÉSTAMOS","De Fomento","Fondo Rotatorio - Ley 18.450",2060000,0
"GASTOS",13,3,1,33,1,1,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Riego",13693659,0
"GASTOS",13,3,1,33,1,2,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Programa Desarrollo Inversiones",10335516,0
"GASTOS",13,3,1,33,1,6,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Programa de Desarrollo de Acción Local-PRODESAL",23123227,0
"GASTOS",13,3,1,33,1,7,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Programa de Desarrollo Territorial Indígena",9385844,0
"GASTOS",13,3,1,33,1,8,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Praderas Suplementarias",2962394,0
"GASTOS",13,3,1,33,1,9,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Alianzas Productivas",1868019,0
"GASTOS",13,3,1,33,1,10,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Convenio INDAP-PRODEMU",354973,0
"GASTOS",13,3,1,33,1,11,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Desarrollo Integral de Pequeños Productores Campesinos del Secano-PADIS",618000,0
"GASTOS",13,3,1,34,7,,"MINISTERIO DE AGRICULTURA","INSTITUTO DE DESARROLLO AGROPECUARIO","INSTITUTO DE DESARROLLO AGROPECUARIO  (01,02,03)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,1,6,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","RENTAS DE LA PROPIEDAD",,,83899,0
"INGRESOS",13,4,1,7,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","INGRESOS DE OPERACIÓN",,,11355977,0
"INGRESOS",13,4,1,8,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,602284,0
"INGRESOS",13,4,1,8,2,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,5803,0
"INGRESOS",13,4,1,8,99,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","OTROS INGRESOS CORRIENTES","Otros",,16686,0
"INGRESOS",13,4,1,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","APORTE FISCAL","Libre",,9070870,0
"INGRESOS",13,4,1,12,10,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,4,1,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,1,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","GASTOS EN PERSONAL",,,16247456,0
"GASTOS",13,4,1,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","BIENES Y SERVICIOS DE CONSUMO",,,3173550,0
"GASTOS",13,4,1,23,3,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador",,10,0
"GASTOS",13,4,1,24,1,407,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Fondo Mejoramiento Patrimonio Sanitario",423192,0
"GASTOS",13,4,1,24,1,601,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Emergencias Sanitarias",10,0
"GASTOS",13,4,1,25,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","INTEGROS AL FISCO","Impuestos",,126434,0
"GASTOS",13,4,1,26,2,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","OTROS GASTOS CORRIENTES","Compensaciones por Daños a Terceros y/o a la Propiedad",,10,0
"GASTOS",13,4,1,29,4,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,36830,0
"GASTOS",13,4,1,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,19055,0
"GASTOS",13,4,1,29,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,566502,0
"GASTOS",13,4,1,31,2,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","INICIATIVAS DE INVERSIÓN","Proyectos",,542480,0
"GASTOS",13,4,1,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","SERVICIO AGRÍCOLA Y GANADERO  (01,02,03)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,4,7,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","INGRESOS DE OPERACIÓN",,,13493171,0
"INGRESOS",13,4,4,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","APORTE FISCAL","Libre",,1761765,0
"INGRESOS",13,4,4,12,10,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,4,4,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,4,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","GASTOS EN PERSONAL",,,12558797,0
"GASTOS",13,4,4,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","BIENES Y SERVICIOS DE CONSUMO",,,2401931,0
"GASTOS",13,4,4,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,78785,0
"GASTOS",13,4,4,29,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,215433,0
"GASTOS",13,4,4,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","INSPECCIONES EXPORTACIONES SILVOAGROPECUARIAS","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,5,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","APORTE FISCAL","Libre",,12790858,0
"INGRESOS",13,4,5,12,10,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,4,5,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,5,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","GASTOS EN PERSONAL",,,8211181,0
"GASTOS",13,4,5,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","BIENES Y SERVICIOS DE CONSUMO",,,3989514,0
"GASTOS",13,4,5,24,1,1,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Programa Tuberculosis Bovina",416349,0
"GASTOS",13,4,5,24,7,5,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","TRANSFERENCIAS CORRIENTES","A Organismos Internacionales","Comité Veterinario Permanente del Cono Sur (CVP)",11135,0
"GASTOS",13,4,5,29,4,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,15450,0
"GASTOS",13,4,5,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,14935,0
"GASTOS",13,4,5,29,6,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,10300,0
"GASTOS",13,4,5,29,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,122004,0
"GASTOS",13,4,5,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DESARROLLO GANADERO","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,6,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","APORTE FISCAL","Libre",,23175971,0
"INGRESOS",13,4,6,12,10,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,4,6,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,6,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","GASTOS EN PERSONAL",,,13274038,0
"GASTOS",13,4,6,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","BIENES Y SERVICIOS DE CONSUMO",,,9845108,0
"GASTOS",13,4,6,24,7,603,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","TRANSFERENCIAS CORRIENTES","A Organismos Internacionales","Comité de Sanidad Vegetal del Cono Sur",30055,0
"GASTOS",13,4,6,29,4,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,10300,0
"GASTOS",13,4,6,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,16480,0
"GASTOS",13,4,6,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","VIGILANCIA Y CONTROL SILVOAGRÍCOLA","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,7,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","APORTE FISCAL","Libre",,12716004,0
"INGRESOS",13,4,7,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,7,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","GASTOS EN PERSONAL",,,9871859,0
"GASTOS",13,4,7,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","BIENES Y SERVICIOS DE CONSUMO",,,2356853,0
"GASTOS",13,4,7,29,4,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,60707,0
"GASTOS",13,4,7,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,157899,0
"GASTOS",13,4,7,29,99,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Otros Activos no Financieros",,268686,0
"GASTOS",13,4,7,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA DE CONTROLES FRONTERIZOS  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,8,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","APORTE FISCAL","Libre",,16861375,0
"INGRESOS",13,4,8,12,10,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,4,8,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,8,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","GASTOS EN PERSONAL",,,4603236,0
"GASTOS",13,4,8,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","BIENES Y SERVICIOS DE CONSUMO",,,537414,0
"GASTOS",13,4,8,24,1,404,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Sistema de Incentivos Ley N° 20.412",11668205,0
"GASTOS",13,4,8,29,4,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,4120,0
"GASTOS",13,4,8,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,25750,0
"GASTOS",13,4,8,29,99,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Otros Activos no Financieros",,22660,0
"GASTOS",13,4,8,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","PROGRAMA GESTIÓN Y CONSERVACIÓN DE RECURSOS NATURALES RENOVABLES","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,4,9,7,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","INGRESOS DE OPERACIÓN",,,1612359,0
"INGRESOS",13,4,9,9,1,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","APORTE FISCAL","Libre",,4033665,0
"INGRESOS",13,4,9,15,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,4,9,21,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","GASTOS EN PERSONAL",,,3701094,0
"GASTOS",13,4,9,22,,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","BIENES Y SERVICIOS DE CONSUMO",,,1706124,0
"GASTOS",13,4,9,29,4,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,15450,0
"GASTOS",13,4,9,29,5,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,214498,0
"GASTOS",13,4,9,29,99,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Otros Activos no Financieros",,8858,0
"GASTOS",13,4,9,34,7,,"MINISTERIO DE AGRICULTURA","SERVICIO AGRÍCOLA Y GANADERO","LABORATORIOS  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,5,1,9,1,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","APORTE FISCAL","Libre",,17547848,0
"INGRESOS",13,5,1,10,3,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Vehículos",,10,0
"INGRESOS",13,5,1,10,4,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,10,0
"INGRESOS",13,5,1,12,10,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,5,1,15,,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,5,1,21,,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","GASTOS EN PERSONAL",,,12577245,0
"GASTOS",13,5,1,22,,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","BIENES Y SERVICIOS DE CONSUMO",,,4840318,0
"GASTOS",13,5,1,23,3,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador",,10,0
"GASTOS",13,5,1,24,1,6,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Otras Transferencias",10,0
"GASTOS",13,5,1,29,5,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,61800,0
"GASTOS",13,5,1,29,6,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,58195,0
"GASTOS",13,5,1,29,7,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,10300,0
"GASTOS",13,5,1,34,7,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","CORPORACIÓN NACIONAL FORESTAL  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"INGRESOS",13,5,3,9,1,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","APORTE FISCAL","Libre",,17797113,0
"INGRESOS",13,5,3,12,10,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,10,0
"INGRESOS",13,5,3,15,,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",13,5,3,21,,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","GASTOS EN PERSONAL",,,8050273,0
"GASTOS",13,5,3,22,,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","BIENES Y SERVICIOS DE CONSUMO",,,9294773,0
"GASTOS",13,5,3,23,3,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador",,10,0
"GASTOS",13,5,3,29,3,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,266770,0
"GASTOS",13,5,3,29,5,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,90125,0
"GASTOS",13,5,3,29,6,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,33887,0
"GASTOS",13,5,3,29,7,,"MINISTERIO DE AGRICULTURA","CORPORACIÓN NACIONAL FORESTAL","PROGRAMA DE MANEJO DEL FUEGO  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,61285,0
